chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,consecutive_days,previous_day,peak_position,worst_position,chart_url
9,2017-04-20,Despacito (Featuring Daddy Yankee),Luis Fonsi,1406,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,62,55.0,9.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-20
7,2017-04-21,Despacito (Featuring Daddy Yankee),Luis Fonsi,1597,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,63,56.0,9.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-21
8,2017-04-22,Despacito (Featuring Daddy Yankee),Luis Fonsi,1573,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,64,57.0,7.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-22
10,2017-04-23,Despacito (Featuring Daddy Yankee),Luis Fonsi,1309,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,65,58.0,8.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-23
8,2017-04-24,Despacito (Featuring Daddy Yankee),Luis Fonsi,1462,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,66,59.0,10.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-24
7,2017-04-26,Despacito (Featuring Daddy Yankee),Luis Fonsi,1480,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,67,59.0,,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-26
5,2017-04-28,Despacito (Featuring Daddy Yankee),Luis Fonsi,1836,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,68,59.0,,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-28
4,2017-04-29,Despacito (Featuring Daddy Yankee),Luis Fonsi,1792,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,69,60.0,5.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-29
7,2017-04-30,Despacito (Featuring Daddy Yankee),Luis Fonsi,1545,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,70,61.0,4.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-04-30
7,2017-05-01,Despacito (Featuring Daddy Yankee),Luis Fonsi,1389,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,71,62.0,7.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-01
9,2017-05-02,Despacito (Featuring Daddy Yankee),Luis Fonsi,1493,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,72,63.0,7.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-02
8,2017-05-03,Despacito (Featuring Daddy Yankee),Luis Fonsi,1434,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,73,64.0,9.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-03
9,2017-05-04,Despacito (Featuring Daddy Yankee),Luis Fonsi,1516,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,74,65.0,8.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-04
6,2017-05-05,Despacito (Featuring Daddy Yankee),Luis Fonsi,1789,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,75,66.0,9.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-05
4,2017-05-06,Despacito (Featuring Daddy Yankee),Luis Fonsi,1932,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,76,67.0,6.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-06
8,2017-05-07,Despacito (Featuring Daddy Yankee),Luis Fonsi,1354,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,77,68.0,4.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-07
8,2017-05-08,Despacito (Featuring Daddy Yankee),Luis Fonsi,1333,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,78,69.0,8.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-08
7,2017-05-09,Despacito (Featuring Daddy Yankee),Luis Fonsi,1555,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,79,70.0,8.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-09
5,2017-05-10,Despacito (Featuring Daddy Yankee),Luis Fonsi,1683,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,80,71.0,7.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-10
5,2017-05-12,Despacito (Featuring Daddy Yankee),Luis Fonsi,1941,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,81,71.0,,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-12
5,2017-05-13,Despacito (Featuring Daddy Yankee),Luis Fonsi,1810,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,82,72.0,5.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-13
7,2017-05-14,Despacito (Featuring Daddy Yankee),Luis Fonsi,1405,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,83,73.0,5.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-14
5,2017-05-15,Despacito (Featuring Daddy Yankee),Luis Fonsi,1645,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,84,74.0,7.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-15
5,2017-05-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,1797,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,85,75.0,5.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-16
5,2017-05-17,Despacito (Featuring Daddy Yankee),Luis Fonsi,1742,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,86,76.0,5.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-17
7,2017-05-18,Despacito (Featuring Daddy Yankee),Luis Fonsi,1567,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,87,77.0,5.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-18
4,2017-05-19,Despacito (Featuring Daddy Yankee),Luis Fonsi,1793,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,88,78.0,7.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-19
4,2017-05-20,Despacito (Featuring Daddy Yankee),Luis Fonsi,1923,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,89,79.0,4.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-20
5,2017-05-21,Despacito (Featuring Daddy Yankee),Luis Fonsi,1562,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,90,80.0,4.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-21
5,2017-05-22,Despacito (Featuring Daddy Yankee),Luis Fonsi,1699,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,91,81.0,5.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-22
6,2017-05-23,Despacito (Featuring Daddy Yankee),Luis Fonsi,1572,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,92,82.0,5.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-23
5,2017-05-24,Despacito (Featuring Daddy Yankee),Luis Fonsi,1703,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,93,83.0,6.0,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-24
4,2017-05-26,Despacito (Featuring Daddy Yankee),Luis Fonsi,1782,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,94,83.0,,3,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-26
1,2017-05-27,Despacito (Featuring Daddy Yankee),Luis Fonsi,5311,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,95,84.0,4.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-27
1,2017-05-28,Despacito (Featuring Daddy Yankee),Luis Fonsi,4494,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,96,85.0,1.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-28
2,2017-05-29,Despacito (Featuring Daddy Yankee),Luis Fonsi,1976,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,97,86.0,1.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-05-29
3,2017-06-01,Despacito (Featuring Daddy Yankee),Luis Fonsi,1736,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,98,86.0,,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-01
4,2017-06-03,Despacito (Featuring Daddy Yankee),Luis Fonsi,1869,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,99,86.0,,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-03
4,2017-06-04,Despacito (Featuring Daddy Yankee),Luis Fonsi,1487,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,100,87.0,4.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-04
5,2017-06-05,Despacito (Featuring Daddy Yankee),Luis Fonsi,1493,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,101,88.0,4.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-05
6,2017-06-06,Despacito (Featuring Daddy Yankee),Luis Fonsi,1375,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,102,89.0,5.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-06
6,2017-06-07,Despacito (Featuring Daddy Yankee),Luis Fonsi,1443,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,103,90.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-07
6,2017-06-08,Despacito (Featuring Daddy Yankee),Luis Fonsi,1509,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,104,91.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-08
6,2017-06-09,Despacito (Featuring Daddy Yankee),Luis Fonsi,1648,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,105,92.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-09
6,2017-06-10,Despacito (Featuring Daddy Yankee),Luis Fonsi,1736,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,106,93.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-10
6,2017-06-11,Despacito (Featuring Daddy Yankee),Luis Fonsi,1516,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,107,94.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-11
6,2017-06-13,Despacito (Featuring Daddy Yankee),Luis Fonsi,1542,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,108,94.0,,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-13
5,2017-06-15,Despacito (Featuring Daddy Yankee),Luis Fonsi,1576,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,109,94.0,,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-15
6,2017-06-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,1711,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,110,95.0,5.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-16
7,2017-06-17,Despacito (Featuring Daddy Yankee),Luis Fonsi,1766,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,111,96.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-17
7,2017-06-18,Despacito (Featuring Daddy Yankee),Luis Fonsi,1526,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,112,97.0,7.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-18
9,2017-06-19,Despacito (Featuring Daddy Yankee),Luis Fonsi,1449,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,113,98.0,7.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-19
8,2017-06-20,Despacito (Featuring Daddy Yankee),Luis Fonsi,1569,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,114,99.0,9.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-20
7,2017-06-21,Despacito (Featuring Daddy Yankee),Luis Fonsi,1595,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,115,100.0,8.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-21
6,2017-06-22,Despacito (Featuring Daddy Yankee),Luis Fonsi,1899,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,116,101.0,7.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-22
6,2017-06-23,Despacito (Featuring Daddy Yankee),Luis Fonsi,1633,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,117,102.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-23
6,2017-06-24,Despacito (Featuring Daddy Yankee),Luis Fonsi,1664,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,118,103.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-24
8,2017-06-25,Despacito (Featuring Daddy Yankee),Luis Fonsi,1347,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,119,104.0,6.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-25
8,2017-06-26,Despacito (Featuring Daddy Yankee),Luis Fonsi,1482,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,120,105.0,8.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-26
9,2017-06-27,Despacito (Featuring Daddy Yankee),Luis Fonsi,1446,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,121,106.0,8.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-27
10,2017-06-30,Despacito (Featuring Daddy Yankee),Luis Fonsi,1532,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,122,106.0,,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-06-30
8,2017-07-01,Despacito (Featuring Daddy Yankee),Luis Fonsi,1580,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,123,107.0,10.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-01
9,2017-07-02,Despacito (Featuring Daddy Yankee),Luis Fonsi,1275,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,124,108.0,8.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-02
11,2017-07-03,Despacito (Featuring Daddy Yankee),Luis Fonsi,1299,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,125,109.0,9.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-03
11,2017-07-04,Despacito (Featuring Daddy Yankee),Luis Fonsi,1413,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,126,110.0,11.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-04
11,2017-07-05,Despacito (Featuring Daddy Yankee),Luis Fonsi,1416,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,127,111.0,11.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-05
10,2017-07-06,Despacito (Featuring Daddy Yankee),Luis Fonsi,1470,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,128,112.0,11.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-06
10,2017-07-07,Despacito (Featuring Daddy Yankee),Luis Fonsi,1584,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,129,113.0,10.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-07
8,2017-07-08,Despacito (Featuring Daddy Yankee),Luis Fonsi,1704,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,130,114.0,10.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-08
9,2017-07-09,Despacito (Featuring Daddy Yankee),Luis Fonsi,1325,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,131,115.0,8.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-09
13,2017-07-10,Despacito (Featuring Daddy Yankee),Luis Fonsi,1211,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,132,116.0,9.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-10
13,2017-07-11,Despacito (Featuring Daddy Yankee),Luis Fonsi,1311,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,133,117.0,13.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-11
13,2017-07-12,Despacito (Featuring Daddy Yankee),Luis Fonsi,1268,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,134,118.0,13.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-12
12,2017-07-13,Despacito (Featuring Daddy Yankee),Luis Fonsi,1416,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,135,119.0,13.0,1,13,https://www.spotifycharts.com/regional/lu/daily/2017-07-13
15,2017-07-14,Despacito (Featuring Daddy Yankee),Luis Fonsi,1403,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,136,120.0,12.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-14
9,2017-07-15,Despacito (Featuring Daddy Yankee),Luis Fonsi,1552,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,137,121.0,15.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-15
11,2017-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,1305,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,138,122.0,9.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-07-16
16,2017-07-17,Despacito (Featuring Daddy Yankee),Luis Fonsi,1254,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,139,123.0,11.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-17
14,2017-07-19,Despacito (Featuring Daddy Yankee),Luis Fonsi,1290,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,140,123.0,,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-19
11,2017-07-21,Despacito (Featuring Daddy Yankee),Luis Fonsi,1496,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,141,123.0,,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-21
8,2017-07-22,Despacito (Featuring Daddy Yankee),Luis Fonsi,1420,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,142,124.0,11.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-22
12,2017-07-23,Despacito (Featuring Daddy Yankee),Luis Fonsi,1089,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,143,125.0,8.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-23
16,2017-07-24,Despacito (Featuring Daddy Yankee),Luis Fonsi,1067,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,144,126.0,12.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-24
14,2017-07-25,Despacito (Featuring Daddy Yankee),Luis Fonsi,1173,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,145,127.0,16.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-25
15,2017-07-26,Despacito (Featuring Daddy Yankee),Luis Fonsi,1143,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,146,128.0,14.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-26
15,2017-07-27,Despacito (Featuring Daddy Yankee),Luis Fonsi,1145,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,147,129.0,15.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-27
13,2017-07-28,Despacito (Featuring Daddy Yankee),Luis Fonsi,1275,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,148,130.0,15.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-28
10,2017-07-29,Despacito (Featuring Daddy Yankee),Luis Fonsi,1308,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,149,131.0,13.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-29
12,2017-07-30,Despacito (Featuring Daddy Yankee),Luis Fonsi,1136,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,150,132.0,10.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-30
16,2017-07-31,Despacito (Featuring Daddy Yankee),Luis Fonsi,1077,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,151,133.0,12.0,1,16,https://www.spotifycharts.com/regional/lu/daily/2017-07-31
23,2017-08-02,Despacito (Featuring Daddy Yankee),Luis Fonsi,1005,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,152,133.0,,1,23,https://www.spotifycharts.com/regional/lu/daily/2017-08-02
14,2017-08-03,Despacito (Featuring Daddy Yankee),Luis Fonsi,1063,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,153,134.0,23.0,1,23,https://www.spotifycharts.com/regional/lu/daily/2017-08-03
16,2017-08-04,Despacito (Featuring Daddy Yankee),Luis Fonsi,1169,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,154,135.0,14.0,1,23,https://www.spotifycharts.com/regional/lu/daily/2017-08-04
14,2017-08-05,Despacito (Featuring Daddy Yankee),Luis Fonsi,1257,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,155,136.0,16.0,1,23,https://www.spotifycharts.com/regional/lu/daily/2017-08-05
17,2017-08-06,Despacito (Featuring Daddy Yankee),Luis Fonsi,1083,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee)Luis Fonsi,lu,156,137.0,14.0,1,23,https://www.spotifycharts.com/regional/lu/daily/2017-08-06
15,2017-04-18,Despacito - Remix,Luis Fonsi,1150,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,1,,,15,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-18
7,2017-04-19,Despacito - Remix,Luis Fonsi,1432,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,2,1.0,15.0,7,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-19
4,2017-04-20,Despacito - Remix,Luis Fonsi,1822,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,3,2.0,7.0,4,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-20
2,2017-04-21,Despacito - Remix,Luis Fonsi,2071,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,4,3.0,4.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-21
2,2017-04-22,Despacito - Remix,Luis Fonsi,2225,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,5,4.0,2.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-22
2,2017-04-23,Despacito - Remix,Luis Fonsi,2087,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,6,5.0,2.0,2,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-23
1,2017-04-24,Despacito - Remix,Luis Fonsi,2458,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,7,6.0,2.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-24
1,2017-04-26,Despacito - Remix,Luis Fonsi,2468,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,8,6.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-26
1,2017-04-28,Despacito - Remix,Luis Fonsi,2896,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,9,6.0,,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-28
1,2017-04-29,Despacito - Remix,Luis Fonsi,2891,5CtI0qwDJkDQGwXD1H1cLb,Despacito - RemixLuis Fonsi,lu,10,7.0,1.0,1,15,https://www.spotifycharts.com/regional/lu/daily/2017-04-29
